"Typ","QuarCd","QuarLang","ZoneSort","ZoneLang","Jahr","FrQmBodenGanzeLieg","FrQmBodenStwE","FrQmBodenAlleHA","FrQmBodenNettoGanzeLieg","FrQmBodenNettoStwE","FrQmBodenNettoAlleHA","FrQmWohnflStwE"
"Zahl",119,"Seebach",112,"Wohnzone 3",2013,"8","24","32","","","","29"
"Zahl",119,"Seebach",112,"Wohnzone 3",2012,"3-5","48","53","","","","50"
"Zahl",119,"Seebach",112,"Wohnzone 3",2011,"6-8","30","36","","","","25"
"Zahl",119,"Seebach",112,"Wohnzone 3",2010,"17","71","88","","","","77"
"Zahl",119,"Seebach",112,"Wohnzone 3",2009,"9-11","31","41","","","","64"
"Zahl",119,"Seebach",112,"Wohnzone 3",2008,"3-5","12","18","","","",""
"Preis",119,"Seebach",113,"Wohnzone 4",2021,"6796","10520","9610","5006","6953","5645","11690"
"Preis",119,"Seebach",113,"Wohnzone 4",2020,"6782","7550","7454","5011","4424","4822","9440"
"Preis",119,"Seebach",113,"Wohnzone 4",2019,"6987","9486","7724","4911","5051","4936","9170"
"Preis",119,"Seebach",113,"Wohnzone 4",2018,"7283","32287","19785","3999","32287","18143","9130"
"Preis",119,"Seebach",113,"Wohnzone 4",2017,"9202",".","9202","4397",".","4397","9200"
"Preis",119,"Seebach",113,"Wohnzone 4",2016,"5839",".","5839","2838",".","2838","9790"
"Preis",119,"Seebach",113,"Wohnzone 4",2015,"4068",".","5633","1720",".","1721","8390"
"Preis",119,"Seebach",113,"Wohnzone 4",2014,"3898",".","3898","1551",".","1551","7150"
"Preis",119,"Seebach",113,"Wohnzone 4",2013,".",".",".",".",".",".","7360"
"Preis",119,"Seebach",113,"Wohnzone 4",2012,".",".",".",".",".",".","6400"
"Preis",119,"Seebach",113,"Wohnzone 4",2011,".",".",".",".",".",".","5380"
"Preis",119,"Seebach",113,"Wohnzone 4",2010,"4315","3845","4080","1450","915","1183","5600"
"Preis",119,"Seebach",113,"Wohnzone 4",2009,"5265",".","5265","111",".","111","5480"
"Preis",119,"Seebach",113,"Wohnzone 4",2008,".",".",".",".",".",".","."
"Zahl",119,"Seebach",113,"Wohnzone 4",2021,"13","28","41","","","","292"
"Zahl",119,"Seebach",113,"Wohnzone 4",2020,"2-4","18","22","","","","22"
"Zahl",119,"Seebach",113,"Wohnzone 4",2019,"8","16","25","","","","20"
"Zahl",119,"Seebach",113,"Wohnzone 4",2018,"1–3","1–3","1–3","","","","32"
"Zahl",119,"Seebach",113,"Wohnzone 4",2017,"1–3","","1–3","","","","35"
"Zahl",119,"Seebach",113,"Wohnzone 4",2016,"1–3","","1–3","","","","40"
"Zahl",119,"Seebach",113,"Wohnzone 4",2015,"1–3","","1–3","","","","70"
"Zahl",119,"Seebach",113,"Wohnzone 4",2014,"1–3","","1–3","","","","42"
"Zahl",119,"Seebach",113,"Wohnzone 4",2013,"","","","","","","29"
"Zahl",119,"Seebach",113,"Wohnzone 4",2012,"","","","","","","50"
"Zahl",119,"Seebach",113,"Wohnzone 4",2011,"","","","","","","25"
"Zahl",119,"Seebach",113,"Wohnzone 4",2010,"1–3","1–3","1–3","","","","77"
"Zahl",119,"Seebach",113,"Wohnzone 4",2009,"1–3","","1–3","","","","64"
"Zahl",119,"Seebach",113,"Wohnzone 4",2008,"","","","","","",""
"Preis",119,"Seebach",114,"Wohnzone 5",2021,"5155",".","5155","409",".","409","11690"
"Preis",119,"Seebach",114,"Wohnzone 5",2020,".",".",".",".",".",".","9440"
"Preis",119,"Seebach",114,"Wohnzone 5",2019,".",".",".",".",".",".","9170"
"Preis",119,"Seebach",114,"Wohnzone 5",2018,".",".",".",".",".",".","9130"
"Preis",119,"Seebach",114,"Wohnzone 5",2017,"2510",".","2510","411",".","411","9200"
"Preis",119,"Seebach",114,"Wohnzone 5",2016,".",".",".",".",".",".","9790"
"Preis",119,"Seebach",114,"Wohnzone 5",2015,".",".",".",".",".",".","8390"
"Preis",119,"Seebach",114,"Wohnzone 5",2014,".",".",".",".",".",".","7150"
"Preis",119,"Seebach",114,"Wohnzone 5",2013,".",".",".",".",".",".","7360"
"Preis",119,"Seebach",114,"Wohnzone 5",2012,".",".",".",".",".",".","6400"
"Preis",119,"Seebach",114,"Wohnzone 5",2011,".",".",".",".",".",".","5380"
"Preis",119,"Seebach",114,"Wohnzone 5",2010,".",".",".",".",".",".","5600"
"Preis",119,"Seebach",114,"Wohnzone 5",2009,".",".",".",".",".",".","5480"
"Preis",119,"Seebach",114,"Wohnzone 5",2008,".",".",".",".",".",".","."
"Zahl",119,"Seebach",114,"Wohnzone 5",2021,"1–3","","1–3","","","","292"
"Zahl",119,"Seebach",114,"Wohnzone 5",2020,"","","","","","","22"
"Zahl",119,"Seebach",114,"Wohnzone 5",2019,"","","","","","","20"
"Zahl",119,"Seebach",114,"Wohnzone 5",2018,"","","","","","","32"
"Zahl",119,"Seebach",114,"Wohnzone 5",2017,"1–3","","1–3","","","","35"
"Zahl",119,"Seebach",114,"Wohnzone 5",2016,"","","","","","","40"
"Zahl",119,"Seebach",114,"Wohnzone 5",2015,"","","","","","","70"
"Zahl",119,"Seebach",114,"Wohnzone 5",2014,"","","","","","","42"
"Zahl",119,"Seebach",114,"Wohnzone 5",2013,"","","","","","","29"
"Zahl",119,"Seebach",114,"Wohnzone 5",2012,"","","","","","","50"
"Zahl",119,"Seebach",114,"Wohnzone 5",2011,"","","","","","","25"
"Zahl",119,"Seebach",114,"Wohnzone 5",2010,"","","","","","","77"
"Zahl",119,"Seebach",114,"Wohnzone 5",2009,"","","","","","","64"
"Zahl",119,"Seebach",114,"Wohnzone 5",2008,"","","","","","",""
"Preis",121,"Saatlen",111,"Wohnzone 2",2021,".",".",".",".",".",".","9850"
"Preis",121,"Saatlen",111,"Wohnzone 2",2020,".",".",".",".",".",".","12900"
"Preis",121,"Saatlen",111,"Wohnzone 2",2019,".",".",".",".",".",".","9960"
"Preis",121,"Saatlen",111,"Wohnzone 2",2018,"3149","10986","7258","2570","6162","2570","10380"
"Preis",121,"Saatlen",111,"Wohnzone 2",2017,"4795","10373","8299","3426","4962","4962","8680"
"Preis",121,"Saatlen",111,"Wohnzone 2",2016,"2904","4883","3082","2325","676","1501","6960"
"Preis",121,"Saatlen",111,"Wohnzone 2",2015,".","10669","10669",".",".",".","11900"
"Preis",121,"Saatlen",111,"Wohnzone 2",2014,".","9160","9160",".","5087","5087","10350"
"Preis",121,"Saatlen",111,"Wohnzone 2",2013,"3229","8389","5809","1451","2742","2097","6120"
"Preis",121,"Saatlen",111,"Wohnzone 2",2012,"3346","6263","5760","1850","2476","1850","5780"
"Preis",121,"Saatlen",111,"Wohnzone 2",2011,".","6832","6832",".","1184","1184","6360"
"Preis",121,"Saatlen",111,"Wohnzone 2",2010,"2784",".","2784","1433",".","1433","."
"Preis",121,"Saatlen",111,"Wohnzone 2",2009,"2199","5485","2557","844",".","844","4980"
"Preis",121,"Saatlen",111,"Wohnzone 2",2008,".",".",".",".",".",".","."
"Zahl",121,"Saatlen",111,"Wohnzone 2",2021,"","","","","","","3-5"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2020,"","","","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2019,"","","","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2018,"1–3","1–3","1-5","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2017,"1–3","4-6","7-11","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2016,"1–3","1–3","1–3","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2015,"","1–3","1–3","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2014,"","20-22","20","","","","18-20"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2013,"1–3","1–3","1–3","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2012,"1–3","1–3","5-7","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2011,"","1–3","1–3","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2010,"4","","4","","","",""
"Zahl",121,"Saatlen",111,"Wohnzone 2",2009,"1–3","1–3","1–3","","","","1–3"
"Zahl",121,"Saatlen",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",121,"Saatlen",112,"Wohnzone 3",2021,"5997","10996","6087","5024","5297","5090","9850"
"Preis",121,"Saatlen",112,"Wohnzone 3",2020,"3271","9259","3863","2130","5612","2489","12900"
"Preis",121,"Saatlen",112,"Wohnzone 3",2019,"2974","11608","3760","1608","5918","1965","9960"
"Preis",121,"Saatlen",112,"Wohnzone 3",2018,"5626",".","5626","3909",".","3909","10380"
"Preis",121,"Saatlen",112,"Wohnzone 3",2017,"4332",".","4332","582",".","582","8680"
"Preis",121,"Saatlen",112,"Wohnzone 3",2016,".",".",".",".",".",".","6960"
"Preis",121,"Saatlen",112,"Wohnzone 3",2015,".",".",".",".",".",".","11900"
"Preis",121,"Saatlen",112,"Wohnzone 3",2014,".",".",".",".",".",".","10350"
"Preis",121,"Saatlen",112,"Wohnzone 3",2013,".",".",".",".",".",".","6120"
"Preis",121,"Saatlen",112,"Wohnzone 3",2012,".",".",".",".",".",".","5780"
"Preis",121,"Saatlen",112,"Wohnzone 3",2011,"2060",".","2450","298",".","845","6360"
"Preis",121,"Saatlen",112,"Wohnzone 3",2010,"1670",".","1670",".",".",".","."
"Preis",121,"Saatlen",112,"Wohnzone 3",2009,"1965",".","1965","366",".","366","4980"
"Preis",121,"Saatlen",112,"Wohnzone 3",2008,"4129",".","4129","679",".","679","."
"Zahl",121,"Saatlen",112,"Wohnzone 3",2021,"1-5","1–3","8","","","","3-5"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2020,"1–3","1–3","4","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2019,"1–3","1–3","3-5","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2018,"1–3","","1–3","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2017,"1–3","","1–3","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2016,"","","","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2015,"","","","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2014,"","","","","","","18-20"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2013,"","","","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2012,"","","","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2011,"1–3","","1–3","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2010,"1–3","","1–3","","","",""
"Zahl",121,"Saatlen",112,"Wohnzone 3",2009,"1–3","","1–3","","","","1–3"
"Zahl",121,"Saatlen",112,"Wohnzone 3",2008,"1–3","","1–3","","","",""
"Preis",121,"Saatlen",113,"Wohnzone 4",2021,".","9128","9128",".","3366","3366","9850"
"Preis",121,"Saatlen",113,"Wohnzone 4",2020,".","8971","8971",".","3210","3210","12900"
"Preis",121,"Saatlen",113,"Wohnzone 4",2019,"4419",".","4419","2020",".","2020","9960"
"Preis",121,"Saatlen",113,"Wohnzone 4",2018,".",".",".",".",".",".","10380"
"Preis",121,"Saatlen",113,"Wohnzone 4",2017,".",".",".",".",".",".","8680"
"Preis",121,"Saatlen",113,"Wohnzone 4",2016,".",".",".",".",".",".","6960"
"Preis",121,"Saatlen",113,"Wohnzone 4",2015,".",".",".",".",".",".","11900"
"Preis",121,"Saatlen",113,"Wohnzone 4",2014,".",".",".",".",".",".","10350"
"Preis",121,"Saatlen",113,"Wohnzone 4",2013,".",".",".",".",".",".","6120"
"Preis",121,"Saatlen",113,"Wohnzone 4",2012,".",".",".",".",".",".","5780"
"Preis",121,"Saatlen",113,"Wohnzone 4",2011,".",".",".",".",".",".","6360"
"Preis",121,"Saatlen",113,"Wohnzone 4",2010,".",".",".",".",".",".","."
"Preis",121,"Saatlen",113,"Wohnzone 4",2009,".",".",".",".",".",".","4980"
"Preis",121,"Saatlen",113,"Wohnzone 4",2008,".",".",".",".",".",".","."
"Zahl",121,"Saatlen",113,"Wohnzone 4",2021,"","1–3","1–3","","","","3-5"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2020,"","1–3","1–3","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2019,"1–3","","1–3","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2018,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2017,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2016,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2015,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2014,"","","","","","","18-20"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2013,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2012,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2011,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2010,"","","","","","",""
"Zahl",121,"Saatlen",113,"Wohnzone 4",2009,"","","","","","","1–3"
"Zahl",121,"Saatlen",113,"Wohnzone 4",2008,"","","","","","",""
"Preis",121,"Saatlen",114,"Wohnzone 5",2021,".",".",".",".",".",".","9850"
"Preis",121,"Saatlen",114,"Wohnzone 5",2020,"8544",".","8544","1883",".","1883","12900"
"Preis",121,"Saatlen",114,"Wohnzone 5",2019,".",".",".",".",".",".","9960"
"Preis",121,"Saatlen",114,"Wohnzone 5",2018,".",".",".",".",".",".","10380"
"Preis",121,"Saatlen",114,"Wohnzone 5",2017,".",".",".",".",".",".","8680"
"Preis",121,"Saatlen",114,"Wohnzone 5",2016,".",".",".",".",".",".","6960"
"Preis",121,"Saatlen",114,"Wohnzone 5",2015,".",".",".",".",".",".","11900"
"Preis",121,"Saatlen",114,"Wohnzone 5",2014,".",".",".",".",".",".","10350"
"Preis",121,"Saatlen",114,"Wohnzone 5",2013,".",".",".",".",".",".","6120"
"Preis",121,"Saatlen",114,"Wohnzone 5",2012,".",".",".",".",".",".","5780"
"Preis",121,"Saatlen",114,"Wohnzone 5",2011,".",".",".",".",".",".","6360"
"Preis",121,"Saatlen",114,"Wohnzone 5",2010,".",".",".",".",".",".","."
"Preis",121,"Saatlen",114,"Wohnzone 5",2009,".",".",".",".",".",".","4980"
"Preis",121,"Saatlen",114,"Wohnzone 5",2008,".",".",".",".",".",".","."
"Zahl",121,"Saatlen",114,"Wohnzone 5",2021,"","","","","","","3-5"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2020,"1–3","","1–3","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2019,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2018,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2017,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2016,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2015,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2014,"","","","","","","18-20"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2013,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2012,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2011,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2010,"","","","","","",""
"Zahl",121,"Saatlen",114,"Wohnzone 5",2009,"","","","","","","1–3"
"Zahl",121,"Saatlen",114,"Wohnzone 5",2008,"","","","","","",""
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2021,".",".",".",".",".",".","11340"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2020,".",".",".",".",".",".","8420"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2019,".",".",".",".",".",".","10950"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2018,".","2475","2475",".","704","704","11070"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2017,".",".",".",".",".",".","9610"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2016,"2150","795","1472","557",".","557","5130"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2015,"1107",".","1107","158",".","158","8690"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2014,"1467",".","1467",".",".",".","9290"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2013,".",".",".",".",".",".","7380"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2012,".",".",".",".",".",".","7550"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2011,"2090",".","2090","530",".","530","4740"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2010,".",".",".",".",".",".","5020"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2009,"1593",".","1593","637",".","637","2580"
"Preis",122,"Schwamendingen-Mitte",102,"Kernzonen",2008,".",".",".",".",".",".","."
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2021,"","","","","","","6"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2020,"","","","","","","5"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2019,"","","","","","","26"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2018,"","1–3","1–3","","","","17-19"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2017,"","","","","","","4"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2016,"1–3","1–3","1–3","","","","5-7"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2015,"1–3","","1–3","","","","24-26"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2014,"1–3","","1–3","","","","20"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2013,"","","","","","","23"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2012,"","","","","","","24"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2011,"1–3","","1–3","","","","5"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2010,"","","","","","","1–3"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2009,"1–3","","1–3","","","","2-4"
"Zahl",122,"Schwamendingen-Mitte",102,"Kernzonen",2008,"","","","","","",""
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2021,".",".",".",".",".",".","11340"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2020,".",".",".",".",".",".","8420"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2019,".",".",".",".",".",".","10950"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2018,"3162",".","3162","1618",".","1618","11070"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2017,"3147",".","3147","1781",".","1781","9610"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2016,"2602","8061","5331","944","5492","3218","5130"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2015,"4323",".","4323","1280",".","1280","8690"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2014,"2429","8783","5728","1169","4709","4226","9290"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2013,"1986","7081","7068","1005",".","1005","7380"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2012,".","6773","6773",".",".",".","7550"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2011,"4610",".","4610","1598",".","1598","4740"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2010,"1813",".","1813","721",".","721","5020"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2009,"2095",".","2095","616",".","616","2580"
"Preis",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2008,".",".",".",".",".",".","."
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2021,"","","","","","","6"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2020,"","","","","","","5"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2019,"","","","","","","26"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2018,"1–3","","1–3","","","","17-19"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2017,"1–3","","1–3","","","","4"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2016,"1–3","1–3","1–3","","","","5-7"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2015,"1–3","","1–3","","","","24-26"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2014,"1–3","1–3","4-6","","","","20"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2013,"1–3","21-23","24","","","","23"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2012,"","17","17","","","","24"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2011,"1–3","","1–3","","","","5"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2010,"1–3","","1–3","","","","1–3"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2009,"1–3","","1–3","","","","2-4"
"Zahl",122,"Schwamendingen-Mitte",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2021,"5774","12110","11801","4076","9541","9233","11340"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2020,"4571","8078","6324","3432","5770","4601","8420"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2019,".",".",".",".",".",".","10950"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2018,"3620","7954","3794","1814","4449","2260","11070"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2017,"3521","8554","5692","2009","4478","2380","9610"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2016,"3049","5455","3063","2172","3077","2230","5130"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2015,"2796","11976","11852","1027","6725","6600","8690"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2014,"2302","11659","11587","960","3252","1416","9290"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2013,"3611","2262","3259","1534","738","1287","7380"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2012,"3371","6421","3862","1038","1499","1268","7550"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2011,"2728","4896","3354","1687","2518","1849","4740"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2010,"1950","3642","2195","513","1679","552","5020"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2009,"3077","3637","3156","731","2608","929","2580"
"Preis",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2008,"1808","4775","2602","361","1654","383","."
"Zahl",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2021,"1–3","1–3","3-5","","","","6"
"Zahl",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2020,"1–3","1–3","1–3","","","","5"
"Zahl",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2019,"","","","","","","26"
"Zahl",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2018,"1-4","1–3","3-7","","","","17-19"
"Zahl",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2017,"1-4","4-6","10","","","","4"
"Zahl",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2016,"6-8","1–3","11","","","","5-7"
"Zahl",122,"Schwamendingen-Mitte",112,"Wohnzone 3",2015,"6","27","33","","","","24-26"
