"Typ","QuarCd","QuarLang","ZoneSort","ZoneLang","Jahr","FrQmBodenGanzeLieg","FrQmBodenStwE","FrQmBodenAlleHA","FrQmBodenNettoGanzeLieg","FrQmBodenNettoStwE","FrQmBodenNettoAlleHA","FrQmWohnflStwE"
"Zahl",24,"Enge",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",24,"Enge",112,"Wohnzone 3",2021,"6570",".","6570","1113",".","1113","18970"
"Preis",24,"Enge",112,"Wohnzone 3",2020,"9439","10921","10684","4736","6275","5518","18000"
"Preis",24,"Enge",112,"Wohnzone 3",2019,"9669",".","9669","5114",".","5114","16670"
"Preis",24,"Enge",112,"Wohnzone 3",2018,"10564","20163","19691","5180","13804","13510","17450"
"Preis",24,"Enge",112,"Wohnzone 3",2017,"4430","18031","17949","1487","12728","12705","15680"
"Preis",24,"Enge",112,"Wohnzone 3",2016,"4181","16959","16726","2533","8557","8557","14630"
"Preis",24,"Enge",112,"Wohnzone 3",2015,"10216","16476","16096","5056","9153","8607","13300"
"Preis",24,"Enge",112,"Wohnzone 3",2014,"9156","17633","10043","3707","8301","4894","11400"
"Preis",24,"Enge",112,"Wohnzone 3",2013,"7318","12102","7318","3996","9981","6988","10980"
"Preis",24,"Enge",112,"Wohnzone 3",2012,"5604","12001","11645","3096","6521","6312","14170"
"Preis",24,"Enge",112,"Wohnzone 3",2011,"5291","9768","9172","3320","5906","4610","10160"
"Preis",24,"Enge",112,"Wohnzone 3",2010,"5872","13742","11193","2744","6073","4463","10680"
"Preis",24,"Enge",112,"Wohnzone 3",2009,"3647","8909","8623","2085","4986","3696","9920"
"Preis",24,"Enge",112,"Wohnzone 3",2008,"3008","13794","13442","1733","5313","5278","."
"Zahl",24,"Enge",112,"Wohnzone 3",2021,"1–3","","1–3","","","","12"
"Zahl",24,"Enge",112,"Wohnzone 3",2020,"1–3","1–3","1–3","","","","7"
"Zahl",24,"Enge",112,"Wohnzone 3",2019,"1–3","","1–3","","","","10"
"Zahl",24,"Enge",112,"Wohnzone 3",2018,"1–3","11","12","","","","17"
"Zahl",24,"Enge",112,"Wohnzone 3",2017,"1–3","16","17","","","","24"
"Zahl",24,"Enge",112,"Wohnzone 3",2016,"1–3","17","18","","","","40"
"Zahl",24,"Enge",112,"Wohnzone 3",2015,"1–3","16","19","","","","26"
"Zahl",24,"Enge",112,"Wohnzone 3",2014,"2-4","1–3","6-8","","","","4-6"
"Zahl",24,"Enge",112,"Wohnzone 3",2013,"1–3","1–3","1–3","","","","4"
"Zahl",24,"Enge",112,"Wohnzone 3",2012,"1–3","5","7","","","","7-9"
"Zahl",24,"Enge",112,"Wohnzone 3",2011,"7","3-5","12","","","","8-10"
"Zahl",24,"Enge",112,"Wohnzone 3",2010,"6","6-8","14","","","","8-10"
"Zahl",24,"Enge",112,"Wohnzone 3",2009,"5-7","8-10","14","","","","11-13"
"Zahl",24,"Enge",112,"Wohnzone 3",2008,"2-4","22","26","","","",""
"Preis",24,"Enge",113,"Wohnzone 4",2021,"6860","2738","4642","2989","17155","13152","18970"
"Preis",24,"Enge",113,"Wohnzone 4",2020,"18260","19326","19326","13041","16078","16078","18000"
"Preis",24,"Enge",113,"Wohnzone 4",2019,"8389","19366","18780","6396","13295","12984","16670"
"Preis",24,"Enge",113,"Wohnzone 4",2018,".","43524","43524",".","29096","29096","17450"
"Preis",24,"Enge",113,"Wohnzone 4",2017,".",".",".",".",".",".","15680"
"Preis",24,"Enge",113,"Wohnzone 4",2016,"14679","22170","22152","8668","11688","11675","14630"
"Preis",24,"Enge",113,"Wohnzone 4",2015,".","23808","23808",".","13070","13070","13300"
"Preis",24,"Enge",113,"Wohnzone 4",2014,"5937","20551","6583","4160","12293","5050","11400"
"Preis",24,"Enge",113,"Wohnzone 4",2013,"16544",".","16544","5754",".","5754","10980"
"Preis",24,"Enge",113,"Wohnzone 4",2012,"17909","59082","26829","13826","36306","26459","14170"
"Preis",24,"Enge",113,"Wohnzone 4",2011,"5799","28782","12665","2657","11907","5656","10160"
"Preis",24,"Enge",113,"Wohnzone 4",2010,"7616","47747","12504","4527","24969","6819","10680"
"Preis",24,"Enge",113,"Wohnzone 4",2009,".","18574","18574",".","18425","18425","9920"
"Preis",24,"Enge",113,"Wohnzone 4",2008,"5792",".","5792","1653",".","1653","."
"Zahl",24,"Enge",113,"Wohnzone 4",2021,"3-5","18","22","","","","12"
"Zahl",24,"Enge",113,"Wohnzone 4",2020,"1–3","6","8","","","","7"
"Zahl",24,"Enge",113,"Wohnzone 4",2019,"1–3","9","12","","","","10"
"Zahl",24,"Enge",113,"Wohnzone 4",2018,"","1–3","1–3","","","","17"
"Zahl",24,"Enge",113,"Wohnzone 4",2017,"","","","","","","24"
"Zahl",24,"Enge",113,"Wohnzone 4",2016,"1–3","1–3","5","","","","40"
"Zahl",24,"Enge",113,"Wohnzone 4",2015,"","3-5","3-5","","","","26"
"Zahl",24,"Enge",113,"Wohnzone 4",2014,"1–3","1–3","1–3","","","","4-6"
"Zahl",24,"Enge",113,"Wohnzone 4",2013,"1–3","","1–3","","","","4"
"Zahl",24,"Enge",113,"Wohnzone 4",2012,"1–3","1–3","3-5","","","","7-9"
"Zahl",24,"Enge",113,"Wohnzone 4",2011,"1–3","1–3","1-4","","","","8-10"
"Zahl",24,"Enge",113,"Wohnzone 4",2010,"1–3","1–3","2-4","","","","8-10"
"Zahl",24,"Enge",113,"Wohnzone 4",2009,"","1–3","1–3","","","","11-13"
"Zahl",24,"Enge",113,"Wohnzone 4",2008,"1–3","","1–3","","","",""
"Preis",24,"Enge",114,"Wohnzone 5",2021,"15127","76856","16741","8875","54073","9487","18970"
"Preis",24,"Enge",114,"Wohnzone 5",2020,"22643","95813","25211","16339","73027","19451","18000"
"Preis",24,"Enge",114,"Wohnzone 5",2019,"16355",".","16355","8925",".","8925","16670"
"Preis",24,"Enge",114,"Wohnzone 5",2018,".","17155","17155",".","7749","7749","17450"
"Preis",24,"Enge",114,"Wohnzone 5",2017,".","15234","15234",".","5270","5270","15680"
"Preis",24,"Enge",114,"Wohnzone 5",2016,"14240",".","14240","8021",".","8021","14630"
"Preis",24,"Enge",114,"Wohnzone 5",2015,".",".",".",".",".",".","13300"
"Preis",24,"Enge",114,"Wohnzone 5",2014,".",".",".",".",".",".","11400"
"Preis",24,"Enge",114,"Wohnzone 5",2013,"14110",".","14110","7322",".","7322","10980"
"Preis",24,"Enge",114,"Wohnzone 5",2012,"6988",".","6988","5988",".","5988","14170"
"Preis",24,"Enge",114,"Wohnzone 5",2011,".",".",".",".",".",".","10160"
"Preis",24,"Enge",114,"Wohnzone 5",2010,".",".",".",".",".",".","10680"
"Preis",24,"Enge",114,"Wohnzone 5",2009,".",".",".",".",".",".","9920"
"Preis",24,"Enge",114,"Wohnzone 5",2008,".",".",".",".",".",".","."
"Zahl",24,"Enge",114,"Wohnzone 5",2021,"4","1–3","3-5","","","","12"
"Zahl",24,"Enge",114,"Wohnzone 5",2020,"1–3","1–3","1–3","","","","7"
"Zahl",24,"Enge",114,"Wohnzone 5",2019,"3-5","","3-5","","","","10"
"Zahl",24,"Enge",114,"Wohnzone 5",2018,"","4","2-4","","","","17"
"Zahl",24,"Enge",114,"Wohnzone 5",2017,"","1–3","1–3","","","","24"
"Zahl",24,"Enge",114,"Wohnzone 5",2016,"1–3","","1–3","","","","40"
"Zahl",24,"Enge",114,"Wohnzone 5",2015,"","","","","","","26"
"Zahl",24,"Enge",114,"Wohnzone 5",2014,"","","","","","","4-6"
"Zahl",24,"Enge",114,"Wohnzone 5",2013,"1–3","","1–3","","","","4"
"Zahl",24,"Enge",114,"Wohnzone 5",2012,"1–3","","1–3","","","","7-9"
"Zahl",24,"Enge",114,"Wohnzone 5",2011,"","","","","","","8-10"
"Zahl",24,"Enge",114,"Wohnzone 5",2010,"","","","","","","8-10"
"Zahl",24,"Enge",114,"Wohnzone 5",2009,"","","","","","","11-13"
"Zahl",24,"Enge",114,"Wohnzone 5",2008,"","","","","","",""
"Preis",24,"Enge",115,"Wohnzone 6",2021,".",".",".",".",".",".","18970"
"Preis",24,"Enge",115,"Wohnzone 6",2020,".",".",".",".",".",".","18000"
"Preis",24,"Enge",115,"Wohnzone 6",2019,"30259",".","25844","20288",".","14915","16670"
"Preis",24,"Enge",115,"Wohnzone 6",2018,".",".",".",".",".",".","17450"
"Preis",24,"Enge",115,"Wohnzone 6",2017,".",".",".",".",".",".","15680"
"Preis",24,"Enge",115,"Wohnzone 6",2016,".",".",".",".",".",".","14630"
"Preis",24,"Enge",115,"Wohnzone 6",2015,".",".",".",".",".",".","13300"
"Preis",24,"Enge",115,"Wohnzone 6",2014,".",".",".",".",".",".","11400"
"Preis",24,"Enge",115,"Wohnzone 6",2013,".",".",".",".",".",".","10980"
"Preis",24,"Enge",115,"Wohnzone 6",2012,".",".",".",".",".",".","14170"
"Preis",24,"Enge",115,"Wohnzone 6",2011,".",".",".",".",".",".","10160"
"Preis",24,"Enge",115,"Wohnzone 6",2010,".",".",".",".",".",".","10680"
"Preis",24,"Enge",115,"Wohnzone 6",2009,".",".",".",".",".",".","9920"
"Preis",24,"Enge",115,"Wohnzone 6",2008,".",".",".",".",".",".","."
"Zahl",24,"Enge",115,"Wohnzone 6",2021,"","","","","","","12"
"Zahl",24,"Enge",115,"Wohnzone 6",2020,"","","","","","","7"
"Zahl",24,"Enge",115,"Wohnzone 6",2019,"1–3","","1–3","","","","10"
"Zahl",24,"Enge",115,"Wohnzone 6",2018,"","","","","","","17"
"Zahl",24,"Enge",115,"Wohnzone 6",2017,"","","","","","","24"
"Zahl",24,"Enge",115,"Wohnzone 6",2016,"","","","","","","40"
"Zahl",24,"Enge",115,"Wohnzone 6",2015,"","","","","","","26"
"Zahl",24,"Enge",115,"Wohnzone 6",2014,"","","","","","","4-6"
"Zahl",24,"Enge",115,"Wohnzone 6",2013,"","","","","","","4"
"Zahl",24,"Enge",115,"Wohnzone 6",2012,"","","","","","","7-9"
"Zahl",24,"Enge",115,"Wohnzone 6",2011,"","","","","","","8-10"
"Zahl",24,"Enge",115,"Wohnzone 6",2010,"","","","","","","8-10"
"Zahl",24,"Enge",115,"Wohnzone 6",2009,"","","","","","","11-13"
"Zahl",24,"Enge",115,"Wohnzone 6",2008,"","","","","","",""
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2021,".","28497","28497",".","18161","18161","14270"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2020,".","28522","28522",".","16877","16877","12270"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2019,".","35526","35526",".","23563","23563","12390"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2018,"16194","20222","19890","5734","19048","18995","12220"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2017,"11403","22901","19080","5437","16379","12124","11900"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2016,".","26041","26041",".","14579","14579","12550"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2015,".","27966","27966",".","17853","17853","10790"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2014,".","27682","27682",".","19743","19743","9120"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2013,".","16353","16353",".","4351","4351","8260"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2012,"12646","17384","15015","730","6171","3450","7140"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2011,".","19557","19557",".","8475","8475","5710"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2010,"3744","14394","14330","3596","6511","6503","7820"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2009,"10661","15245","15238","1891","8443","8440","5990"
"Preis",31,"Alt-Wiedikon",101,"Zentrumszonen",2008,".","14855","14855",".","6313","6313","."
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2021,"","8-10","8","","","","21"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2020,"","1–3","1–3","","","","27"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2019,"","1–3","1–3","","","","11-15"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2018,"1–3","31","32","","","","51"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2017,"1–3","3-5","5","","","","8"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2016,"","2-4","1-4","","","","23"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2015,"","36","36","","","","45"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2014,"","1–3","1–3","","","","14"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2013,"","92","92","","","","109"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2012,"1–3","1–3","1–3","","","","12"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2011,"","1–3","1–3","","","","27"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2010,"1–3","56","58","","","","91"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2009,"1–3","1–3","1–3","","","","8"
"Zahl",31,"Alt-Wiedikon",101,"Zentrumszonen",2008,"","1–3","1–3","","","",""
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2021,".",".",".",".",".",".","14270"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2020,".",".",".",".",".",".","12270"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2019,".",".",".",".",".",".","12390"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2018,".",".",".",".",".",".","12220"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2017,".",".",".",".",".",".","11900"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2016,".",".",".",".",".",".","12550"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2015,".",".",".",".",".",".","10790"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2014,".",".",".",".",".",".","9120"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2013,".",".",".",".",".",".","8260"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2012,".",".",".",".",".",".","7140"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2011,".","13827","13827",".","3206","3206","5710"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2010,".",".",".",".",".",".","7820"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2009,".",".",".",".",".",".","5990"
"Preis",31,"Alt-Wiedikon",102,"Kernzonen",2008,".",".",".",".",".",".","."
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2021,"","","","","","","21"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2020,"","","","","","","27"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2019,"","","","","","","11-15"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2018,"","","","","","","51"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2017,"","","","","","","8"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2016,"","","","","","","23"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2015,"","","","","","","45"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2014,"","","","","","","14"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2013,"","","","","","","109"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2012,"","","","","","","12"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2011,"","1–3","1–3","","","","27"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2010,"","","","","","","91"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2009,"","","","","","","8"
"Zahl",31,"Alt-Wiedikon",102,"Kernzonen",2008,"","","","","","",""
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2021,"24471","30030","27000","17884","20952","19418","14270"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2020,"12815","43529","24534","5447","30265","12417","12270"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2019,"20984","28065","22472","8365","19936","16411","12390"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2018,"17229","50629","36394","8459","32051","22323","12220"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2017,"17857","17271","17857","9048","10128","9048","11900"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2016,"16801","35845","32671","8575","24303","22311","12550"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2015,"10105","9734","10105","3704","5046","5425","10790"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2014,"18500","16717","16717","6925","8208","8208","9120"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2013,"13528","4883","12851","5311","199","4507","8260"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2012,"8245","17794","13793","3721","12579","6763","7140"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2011,"14442",".","14442","7199",".","7199","5710"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2010,"8581","15779","9643","1386","8958","2069","7820"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2009,"9305","12371","9305","3307","7160","4811","5990"
"Preis",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2008,".","24690","24690",".","12288","12288","."
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2021,"5","1–3","6","","","","21"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2020,"5","8","14","","","","27"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2019,"4","4","9","","","","11-15"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2018,"6-8","17","25","","","","51"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2017,"7","1–3","9","","","","8"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2016,"6","15","21","","","","23"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2015,"5","1–3","11","","","","45"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2014,"4","1–3","7","","","","14"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2013,"7","1–3","8","","","","109"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2012,"1–3","1–3","1–3","","","","12"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2011,"6","","6","","","","27"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2010,"7","1–3","9","","","","91"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2009,"4","1–3","6","","","","8"
"Zahl",31,"Alt-Wiedikon",103,"Quartiererhaltungszonen",2008,"","1–3","1–3","","","",""
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2021,"10791",".","7199","6403",".","6403","14270"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2020,".",".",".",".",".",".","12270"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2019,".",".",".",".",".",".","12390"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2018,"5962","17436","6873","4072","10826","4193","12220"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2017,"5349",".","5349","2963",".","2963","11900"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2016,"6509",".","4670","3018",".","2288","12550"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2015,"5947","12890","6606","3523","6278","4412","10790"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2014,"4891",".","4891","2326",".","2326","9120"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2013,"2870",".","2870","1128",".","1128","8260"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2012,"4602",".","3856","2718",".","2473","7140"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2011,"4791",".","4791","3631",".","3631","5710"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2010,"3119",".","3119","2592",".","2592","7820"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2009,"5650",".","4655","2695",".","1916","5990"
"Preis",31,"Alt-Wiedikon",111,"Wohnzone 2",2008,".",".",".",".",".",".","."
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2021,"1–3","","2-4","","","","21"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2020,"","","","","","","27"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2019,"","","","","","","11-15"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2018,"1–3","1–3","4","","","","51"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2017,"1–3","","1–3","","","","8"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2016,"1–3","","1–3","","","","23"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2015,"1–3","1–3","1–3","","","","45"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2014,"1–3","","1–3","","","","14"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2013,"1–3","","1–3","","","","109"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2012,"4","","5","","","","12"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2011,"1–3","","1–3","","","","27"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2010,"1–3","","1–3","","","","91"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2009,"1–3","","1–3","","","","8"
"Zahl",31,"Alt-Wiedikon",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2021,".",".",".",".",".",".","14270"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2020,".",".",".",".",".",".","12270"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2019,".",".",".",".",".",".","12390"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2018,".","12013","12013",".","8047","8047","12220"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2017,"5571","11742","9449","2588","7596","5043","11900"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2016,"5626","14476","6944","4628","8796","4679","12550"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2015,"4888","8392","6599","2570","3541","3058","10790"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2014,"8953","6497","6497","3614","3367","3367","9120"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2013,"4965","13381","12823","2915","6334","6017","8260"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2012,"5150","5926","5676","1241","5248","2870","7140"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2011,"4631","4190","4228","2080","1924","2047","5710"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2010,"3860","5102","4082","1561","1552","1561","7820"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2009,"2826","5105","4083","1112","1714","1579","5990"
"Preis",31,"Alt-Wiedikon",112,"Wohnzone 3",2008,"3519","7638","7026","3097","2841","3033","."
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2021,"","","","","","","21"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2020,"","","","","","","27"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2019,"","","","","","","11-15"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2018,"","8-10","10","","","","51"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2017,"4","1–3","8","","","","8"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2016,"6-8","1–3","9","","","","23"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2015,"6-8","4-6","12","","","","45"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2014,"1–3","4-6","7-9","","","","14"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2013,"3-5","14-16","21","","","","109"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2012,"1–3","6-8","10","","","","12"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2011,"7","11","18","","","","27"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2010,"7","1–3","9","","","","91"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2009,"1–3","1–3","2-4","","","","8"
"Zahl",31,"Alt-Wiedikon",112,"Wohnzone 3",2008,"3-7","6","9-13","","","",""
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2021,"7075","13120","9371","2896","2072","2671","14270"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2020,"8692","15356","11226","8597","8316","7193","12270"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2019,"6353","10688","7432","3836","5153","3775","12390"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2018,"10180","5885","7676","6380","2904","2904","12220"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2017,".","9322","9322",".","3461","3461","11900"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2016,"11867","9086","11234","7097","3904","5366","12550"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2015,".","9024","9024",".","5354","5354","10790"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2014,".","8012","8012",".","5996","5996","9120"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2013,"8571","6508","6950","4161","811","1253","8260"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2012,"18337","4557","9358",".","8091","8091","7140"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2011,".","12468","12468",".","5071","5071","5710"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2010,"7231","11728","11683","3570","7138","7024","7820"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2009,"4200","4180","4180","988","4234","2611","5990"
"Preis",31,"Alt-Wiedikon",113,"Wohnzone 4",2008,".","4417","4417",".","869","869","."
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2021,"6","7-9","14-16","","","","21"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2020,"1-4","2-6","17","","","","27"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2019,"6-8","4","14-18","","","","11-15"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2018,"1–3","2-4","4-6","","","","51"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2017,"","1–3","1–3","","","","8"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2016,"1–3","2-4","3-5","","","","23"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2015,"","1–3","1–3","","","","45"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2014,"","1-5","5","","","","14"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2013,"1–3","1–3","1–3","","","","109"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2012,"1–3","1–3","3-5","","","","12"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2011,"","16","15-17","","","","27"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2010,"1–3","40","40-42","","","","91"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2009,"1–3","1–3","5","","","","8"
"Zahl",31,"Alt-Wiedikon",113,"Wohnzone 4",2008,"","4","4","","","",""
