"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2022,"2022.04",3,"Quartiergruppen",79,"Hirslanden und Witikon",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1528,1461,1595,894,764,1039,1195,1102,1328,1519,1419,1580,1726,1650,1933,2319,1995,2363,1266,240,67
2022,"2022.04",3,"Quartiergruppen",80,"Kreis 8",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1882,1822,1942,1044,965,1197,1413,1328,1532,1891,1796,1976,2280,2199,2397,2687,2538,2879,2213,477,113
2022,"2022.04",3,"Quartiergruppen",91,"Albisrieden",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1576,1508,1645,1062,861,1179,1197,1140,1294,1406,1294,1500,1935,1685,2062,2255,2062,2565,1704,343,37
2022,"2022.04",3,"Quartiergruppen",92,"Altstetten",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1539,1468,1610,1068,812,1135,1171,1132,1262,1450,1292,1554,1790,1600,2081,2250,2024,2455,3611,479,41
2022,"2022.04",3,"Quartiergruppen",101,"Höngg",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1488,1302,1673,1112,950,1128,1260,1140,1385,1400,1336,1520,1540,1517,1901,2038,1540,2280,1459,287,29
2022,"2022.04",3,"Quartiergruppen",102,"Wipkingen",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1605,1471,1738,1116,767,1261,1283,1167,1348,1410,1348,1689,1853,1686,2125,2271,1869,3196,1339,139,37
2022,"2022.04",3,"Quartiergruppen",111,"Affoltern",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1351,1258,1443,978,952,1055,1079,1040,1149,1240,1149,1324,1463,1323,1653,1931,1519,2234,1283,331,33
2022,"2022.04",3,"Quartiergruppen",115,"Oerlikon",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1580,1508,1653,1178,1002,1210,1275,1206,1350,1450,1350,1500,1730,1650,2030,2190,2008,2398,2522,473,46
2022,"2022.04",3,"Quartiergruppen",119,"Seebach",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1371,1318,1425,952,844,1078,1150,1053,1200,1340,1250,1470,1701,1568,1793,1840,1760,2060,1857,377,40
2022,"2022.04",3,"Quartiergruppen",123,"Hirzenbach",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1369,1301,1436,1051,762,1156,1110,1055,1310,1340,1280,1442,1479,1444,1620,1777,1642,1873,676,278,16
2022,"2022.04",3,"Quartiergruppen",129,"Saatlen und Schwamendingen-Mitte",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1240,1146,1335,841,771,1039,1046,873,1184,1270,1150,1391,1480,1391,1600,1665,1501,2001,1037,148,48
2022,"2022.04",3,"Quartiergruppen",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1856,1833,1878,1130,1095,1166,1392,1369,1411,1713,1691,1742,2206,2168,2245,2725,2670,2790,51225,8700,1260
2022,"2022.04",3,"Quartiergruppen",10,"Kreis 1",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2703,2584,2822,1399,1179,1709,2052,1798,2196,2565,2380,2854,3300,3153,3656,4045,3591,4558,635,69,97
2022,"2022.04",3,"Quartiergruppen",20,"Kreis 2",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2120,2029,2211,1206,1164,1348,1450,1398,1560,1911,1814,2064,2580,2422,2786,3499,3234,3585,3833,815,100
2022,"2022.04",3,"Quartiergruppen",34,"Sihlfeld",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1773,1663,1883,1169,951,1387,1417,1306,1548,1680,1555,1763,2000,1801,2400,2649,2100,2711,3780,368,44
2022,"2022.04",3,"Quartiergruppen",39,"Alt-Wiedikon und Friesenberg",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1808,1728,1889,1213,1050,1344,1388,1332,1500,1838,1640,1897,2100,2025,2360,2576,2265,2643,3121,552,66
2022,"2022.04",3,"Quartiergruppen",44,"Hard",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1701,1592,1811,925,848,1184,1260,1023,1416,1616,1460,1731,1818,1735,2240,2520,2240,3000,1339,173,39
2022,"2022.04",3,"Quartiergruppen",49,"Werd und Langstrasse",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1968,1885,2050,1155,1050,1269,1493,1390,1569,1804,1711,1931,2450,2182,2708,3002,2824,3335,2734,458,81
2022,"2022.04",3,"Quartiergruppen",50,"Kreis 5",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2146,2036,2257,1350,979,1517,1650,1497,1720,1975,1789,2244,2559,2444,2756,3085,2850,3200,1904,416,66
2022,"2022.04",3,"Quartiergruppen",61,"Unterstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1908,1777,2040,1079,1002,1380,1415,1343,1498,1900,1568,2168,2300,2168,2650,2696,2553,2843,2508,378,43
2022,"2022.04",3,"Quartiergruppen",63,"Oberstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2190,2058,2322,1465,1059,1733,1773,1521,1929,2173,1928,2415,2665,2419,2855,3041,2837,3460,966,64,44
2022,"2022.04",3,"Quartiergruppen",78,"Fluntern und Hottingen",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2408,2276,2540,1540,904,1764,1845,1763,2017,2265,2180,2452,2729,2613,3083,3600,3203,4271,1864,229,80
2022,"2022.04",3,"Quartiergruppen",79,"Hirslanden und Witikon",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1730,1661,1799,1082,959,1216,1350,1278,1477,1671,1598,1769,2080,1903,2224,2462,2280,2631,2465,391,71
2022,"2022.04",3,"Quartiergruppen",80,"Kreis 8",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2323,2237,2410,1185,1038,1372,1659,1534,1801,2270,2130,2391,2818,2685,2994,3514,3161,3706,2773,472,125
2022,"2022.04",3,"Quartiergruppen",91,"Albisrieden",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1780,1717,1843,1232,1088,1388,1389,1268,1470,1750,1620,1825,2175,1921,2262,2278,2234,2551,2292,383,34
2022,"2022.04",3,"Quartiergruppen",92,"Altstetten",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1678,1596,1759,1082,1048,1200,1236,1142,1351,1582,1500,1710,2081,1793,2246,2350,2250,2670,4332,628,60
2022,"2022.04",3,"Quartiergruppen",101,"Höngg",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1828,1698,1958,1150,1087,1400,1459,1246,1590,1700,1604,1900,2100,1900,2430,2592,2354,3267,2672,608,37
2022,"2022.04",3,"Quartiergruppen",102,"Wipkingen",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1720,1594,1845,1075,732,1297,1370,1281,1436,1575,1470,1796,1954,1800,2206,2356,2069,2852,2284,313,43
2022,"2022.04",3,"Quartiergruppen",111,"Affoltern",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1531,1465,1596,1067,1045,1161,1251,1175,1350,1474,1352,1562,1801,1688,1950,2005,1950,2141,2359,636,37
2022,"2022.04",3,"Quartiergruppen",115,"Oerlikon",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1785,1700,1870,1088,973,1325,1498,1300,1605,1736,1630,1801,2050,1869,2240,2396,2241,2600,3418,562,46
2022,"2022.04",3,"Quartiergruppen",119,"Seebach",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1670,1609,1731,1026,938,1223,1297,1243,1399,1523,1470,1624,1997,1897,2169,2468,2272,2689,3013,603,54
2022,"2022.04",3,"Quartiergruppen",123,"Hirzenbach",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1391,1326,1456,1000,885,1120,1200,1050,1362,1401,1362,1448,1496,1450,1651,1850,1748,1975,1261,401,30
2022,"2022.04",3,"Quartiergruppen",129,"Saatlen und Schwamendingen-Mitte",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1413,1352,1474,1035,950,1156,1295,1161,1397,1440,1411,1490,1547,1495,1601,1640,1583,1769,1672,181,63
2022,"2022.04",3,"Quartiergruppen",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2321,2291,2352,1400,1370,1450,1714,1669,1754,2171,2127,2200,2750,2700,2825,3428,3320,3521,25972,4545,1053
2022,"2022.04",3,"Quartiergruppen",10,"Kreis 1",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",3237,3066,3409,1598,1415,1929,2400,1850,2744,3329,2980,3564,3881,3645,4111,4446,4100,5117,323,27,69
2022,"2022.04",3,"Quartiergruppen",20,"Kreis 2",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2616,2493,2740,1421,1110,1576,1900,1760,2022,2402,2263,2526,3169,2950,3332,3786,3541,4045,2285,461,112
2022,"2022.04",3,"Quartiergruppen",34,"Sihlfeld",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2261,2106,2417,1344,1193,1522,1620,1476,1784,2120,1820,2323,2679,2324,3014,3265,2932,4024,963,70,42
2022,"2022.04",3,"Quartiergruppen",39,"Alt-Wiedikon und Friesenberg",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2304,2178,2431,1710,1391,1806,1849,1798,2028,2178,2054,2309,2700,2448,2940,3177,2924,3655,1337,199,60
2022,"2022.04",3,"Quartiergruppen",44,"Hard",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2047,1925,2168,1233,1088,1369,1478,1351,1683,2200,1704,2364,2512,2307,2655,2912,2536,3940,359,71,25
2022,"2022.04",3,"Quartiergruppen",49,"Werd und Langstrasse",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2350,2248,2453,1538,1406,1607,1642,1585,1920,2118,1975,2240,2959,2750,3155,3596,3168,3958,1124,113,57
2022,"2022.04",3,"Quartiergruppen",50,"Kreis 5",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2432,2299,2566,1494,1246,1750,1662,1567,2124,2218,2127,2497,2880,2800,3215,3573,3400,3968,965,189,46
2022,"2022.04",3,"Quartiergruppen",61,"Unterstrass",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2419,2316,2521,1423,1237,1808,1880,1750,2102,2441,2260,2600,2800,2700,3150,3490,3200,3640,1465,262,51
2022,"2022.04",3,"Quartiergruppen",63,"Oberstrass",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2567,2316,2817,1111,790,1256,1705,1170,2113,2466,2110,2709,3289,2702,3600,3797,3426,5970,888,48,42
2022,"2022.04",3,"Quartiergruppen",78,"Fluntern und Hottingen",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2857,2696,3017,1527,1190,1945,2121,1928,2329,2927,2500,3008,3435,3081,3657,4301,3670,4507,1664,154,77
2022,"2022.04",3,"Quartiergruppen",79,"Hirslanden und Witikon",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2292,2128,2455,1300,1166,1585,1790,1526,1824,1985,1905,2246,2613,2351,2999,3495,2947,4866,1677,217,55
2022,"2022.04",3,"Quartiergruppen",80,"Kreis 8",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2860,2726,2995,1499,1352,1761,1982,1800,2160,2650,2503,2900,3604,3235,3907,4307,3978,4918,1393,166,99
2022,"2022.04",3,"Quartiergruppen",91,"Albisrieden",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2354,2261,2446,1516,1499,1937,1938,1663,2000,2241,2095,2373,2676,2484,2860,3200,2785,3676,1267,314,29
2022,"2022.04",3,"Quartiergruppen",92,"Altstetten",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2161,2049,2274,1206,1068,1502,1772,1510,1955,2191,2004,2359,2669,2378,2850,3065,2712,3205,1761,273,34
2022,"2022.04",3,"Quartiergruppen",101,"Höngg",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2223,2129,2316,1594,1465,1700,1740,1655,1901,2077,1920,2420,2600,2481,2750,3051,2746,3300,1776,380,38
2022,"2022.04",3,"Quartiergruppen",102,"Wipkingen",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2211,2066,2356,1406,960,1750,1787,1511,2002,2200,2152,2423,2550,2333,2850,2992,2600,3789,876,116,32
2022,"2022.04",3,"Quartiergruppen",111,"Affoltern",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1837,1736,1937,1300,995,1400,1518,1399,1656,1800,1657,1954,2140,1978,2240,2528,2150,2673,1482,430,30
2022,"2022.04",3,"Quartiergruppen",115,"Oerlikon",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1986,1892,2080,1363,1200,1584,1673,1499,1720,1892,1790,1981,2300,2115,2398,2891,2450,3017,1669,383,44
2022,"2022.04",3,"Quartiergruppen",119,"Seebach",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2054,1973,2136,1414,1270,1500,1604,1499,1783,1951,1860,2134,2351,2310,2483,2979,2568,3163,1591,398,43
2022,"2022.04",3,"Quartiergruppen",123,"Hirzenbach",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1688,1632,1743,1121,928,1222,1275,1201,1440,1525,1464,1582,2191,1759,2250,2494,2448,2564,539,209,30
2022,"2022.04",3,"Quartiergruppen",129,"Saatlen und Schwamendingen-Mitte",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1759,1656,1862,1106,1062,1410,1410,1255,1510,1737,1641,1904,2026,1905,2158,2604,2098,3355,568,65,38
2022,"2022.04",3,"Quartiergruppen",0,"Ganze Stadt",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",24.87,24.62,25.11,13.98,13.81,14.21,18.14,17.71,18.57,23.8,23.58,24.29,30.01,29.45,30.71,36.58,35.87,37.16,46692,13488,1714
2022,"2022.04",3,"Quartiergruppen",10,"Kreis 1",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",32.34,31.08,33.61,15.51,14.86,16.22,22.09,20.26,24.46,33.36,32.16,36.03,40.78,38.45,44.09,46.66,44.98,50,1076,355,99
2022,"2022.04",3,"Quartiergruppen",20,"Kreis 2",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",25.04,24.35,25.73,13.78,12.76,14.71,18.49,17,19.12,23.14,22.52,24.61,29.63,28.73,31.89,39.16,36.2,43.02,3720,995,154
2022,"2022.04",3,"Quartiergruppen",34,"Sihlfeld",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",24.78,23.78,25.78,13.93,12.58,15.62,18.22,16.72,19.43,23.21,22,25.01,30.34,27.83,33.02,37,35.46,42.62,2978,610,82
2022,"2022.04",3,"Quartiergruppen",39,"Alt-Wiedikon und Friesenberg",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",23.77,23.05,24.5,13.59,13.31,13.8,17.24,16.34,18.67,24.16,22.57,25.59,29.89,27.34,30.92,33.25,31.51,37.24,3375,1095,104
2022,"2022.04",3,"Quartiergruppen",44,"Hard",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.87,20.27,21.47,12.58,12.39,12.85,13.81,13.58,14.14,18.91,17,19.89,26.09,25.27,28.2,33.21,31.64,34.83,1742,754,88
2022,"2022.04",3,"Quartiergruppen",49,"Werd und Langstrasse",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",29.31,28.48,30.14,16.55,15.68,17.82,21.49,20.06,23.77,30.18,28.11,31.17,35.57,34.33,37.34,39.99,38.32,42.97,2333,611,125
2022,"2022.04",3,"Quartiergruppen",50,"Kreis 5",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",26.97,26.13,27.82,13.98,13.92,14.24,20.67,19.11,22.4,27.4,25.68,29.09,33.27,31.02,34.8,39.26,36.21,42.8,1695,626,93
2022,"2022.04",3,"Quartiergruppen",61,"Unterstrass",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",23.97,22.84,25.09,13.91,13.35,15.5,17.34,15.88,20.18,24.94,22.6,26.27,28.85,27.91,32.15,34.32,32.56,37.11,2327,568,52
2022,"2022.04",3,"Quartiergruppen",63,"Oberstrass",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",28.87,26.73,31.02,17.53,16.56,20.28,23.25,21.14,25.27,27.29,25.32,30.48,33.8,29.25,38.6,39.93,35.22,42.74,927,109,54
2022,"2022.04",3,"Quartiergruppen",78,"Fluntern und Hottingen",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",28.75,27.5,30,18.37,17.33,21.44,22.88,21.44,23.83,28.9,26.27,30.51,33.68,31.97,36.52,39.9,37.31,41.96,1555,293,89
2022,"2022.04",3,"Quartiergruppen",79,"Hirslanden und Witikon",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",25.25,24.23,26.27,15.26,14.27,16.5,18.87,16.95,20.24,24.93,23.22,27.12,30.53,29.63,31.88,35.58,32.26,42.14,1398,292,97
2022,"2022.04",3,"Quartiergruppen",80,"Kreis 8",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",31.43,30.39,32.47,17.29,15.76,19.61,24.3,21.71,25.56,32.2,30,33.9,37.91,36.1,40.31,44.44,41.82,47.83,2311,557,113
2022,"2022.04",3,"Quartiergruppen",91,"Albisrieden",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",23.21,22.38,24.04,12.99,12.58,14.31,17.63,16.53,18.91,22.18,21.06,23.02,27.88,26.4,30.38,35.06,31.22,36.84,2542,836,62
2022,"2022.04",3,"Quartiergruppen",92,"Altstetten",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",24.32,23.35,25.3,13.91,13.11,17.59,19.46,18.81,20.54,22.28,21.35,24.45,28.82,26.21,31.25,35.58,30.41,39.25,4430,981,62
2022,"2022.04",3,"Quartiergruppen",101,"Höngg",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",23.69,21.39,25.98,13.51,13.22,14,16.56,15.48,18.79,23.38,21.42,26.18,27.65,26.21,28.63,31.88,28.15,36.29,1975,665,49
2022,"2022.04",3,"Quartiergruppen",102,"Wipkingen",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",24.77,23.08,26.47,13.83,12.24,14.99,16.61,15.8,17.53,24.9,22.33,26.27,29.45,26.8,33.68,35.43,32.35,48.58,2038,562,69
2022,"2022.04",3,"Quartiergruppen",111,"Affoltern",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.54,19.69,21.4,13.97,13.69,14.63,16.08,15.69,16.3,18.52,17.55,20.02,25.2,22.05,26.64,28.36,26.82,32.42,2023,752,63
2022,"2022.04",3,"Quartiergruppen",115,"Oerlikon",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",25.91,24.82,27,16.92,14.2,18.93,21.43,20.99,23.28,25,24.14,26.64,29.11,27.63,32.04,35.6,32.04,40.17,2842,693,75
2022,"2022.04",3,"Quartiergruppen",119,"Seebach",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",22.62,21.94,23.29,14.76,13.34,16.24,18.32,17.36,19.1,22.43,20.24,23.5,27.19,24.8,27.89,29.9,27.89,32.69,2337,746,61
2022,"2022.04",3,"Quartiergruppen",123,"Hirzenbach",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.78,20.11,21.46,11.97,11.74,12.11,15.56,14.82,16.68,20.18,18.93,22.54,25.93,24.71,26.59,28.98,26.73,32.95,1214,666,37
2022,"2022.04",3,"Quartiergruppen",129,"Saatlen und Schwamendingen-Mitte",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",19.52,18.69,20.34,11.9,11.38,12.62,14.7,14,15.45,18.87,17.61,20.27,23.79,22.2,25.79,26.76,26.04,30.21,1854,722,86
2022,"2022.04",3,"Quartiergruppen",0,"Ganze Stadt",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.91,20.71,21.11,11.79,11.64,11.95,14.7,14.49,14.95,19.86,19.6,20.13,25.42,25,26,31.7,30.92,32.32,74180,23293,1865
2022,"2022.04",3,"Quartiergruppen",10,"Kreis 1",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",28.1,27.18,29.02,13.83,13.2,15.23,19.34,18.16,20.87,28.14,26.44,29.06,36.47,34.51,37.93,40.92,38.26,43.43,836,260,97
2022,"2022.04",3,"Quartiergruppen",20,"Kreis 2",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",22.49,21.67,23.31,12.17,11.67,12.47,15.56,15.27,16.06,21.37,20.43,23.27,27.32,26.51,29.27,33.47,31.09,35.53,5569,1688,163
2022,"2022.04",3,"Quartiergruppen",34,"Sihlfeld",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.71,19.57,21.85,10.38,10.21,11.12,13.22,12.19,15.21,20.48,19.08,21.42,25.33,22.8,27.61,31.75,28,38.68,5506,1202,74
2022,"2022.04",3,"Quartiergruppen",39,"Alt-Wiedikon und Friesenberg",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.94,20.16,21.72,11.97,11.9,12.11,14.89,13.95,16.06,20.12,18.73,21.19,25.43,23.94,27.2,30.8,27.88,33.51,4445,1568,103
2022,"2022.04",3,"Quartiergruppen",44,"Hard",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",18.18,17.47,18.89,10.87,10.69,11.02,11.8,11.54,12.01,14.95,14.13,16.91,23.48,20.25,24.5,31.99,28.16,32.51,2897,1351,58
2022,"2022.04",3,"Quartiergruppen",49,"Werd und Langstrasse",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",24.22,23.33,25.11,14.15,11.97,15.69,18.68,17.03,19.87,23.81,22.34,25.24,29.54,27.81,31.5,35.04,32.7,37.44,3242,792,112
2022,"2022.04",3,"Quartiergruppen",50,"Kreis 5",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",21.64,20.76,22.52,11.05,10.12,12.1,14.32,13.05,15.68,22.05,19.99,22.9,27.98,25.42,28.29,32.95,30.46,36.46,2821,1047,85
2022,"2022.04",3,"Quartiergruppen",61,"Unterstrass",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.55,19.52,21.59,11.65,10.9,12.93,14.24,13.57,14.58,18.63,16.58,19.58,26.76,24.07,29.11,33.7,30.16,36.23,4213,1324,66
2022,"2022.04",3,"Quartiergruppen",63,"Oberstrass",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",25.08,23.68,26.47,13.78,12.4,14.57,18.5,16.63,20.99,25.45,23.01,27.47,30.51,28.28,33.87,37.3,32.31,39.55,1200,249,64
2022,"2022.04",3,"Quartiergruppen",78,"Fluntern und Hottingen",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",28.05,26.36,29.74,15.82,13.68,17.73,21.97,19.45,22.98,28.13,25.84,30.55,33.33,31.73,33.88,35.83,33.9,39.66,2071,380,120
2022,"2022.04",3,"Quartiergruppen",79,"Hirslanden und Witikon",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",21.08,20.35,21.8,12.9,11.64,14.67,16.32,15.21,17.4,21.16,19.75,22.4,25,23.89,26.89,28.89,27.09,32.86,2774,522,103
2022,"2022.04",3,"Quartiergruppen",80,"Kreis 8",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",27.75,26.83,28.67,14.62,13.5,15.67,19.34,17.91,21.89,28.61,26.32,30,34.63,32.66,36.41,40.63,38.49,42.85,3026,707,125
2022,"2022.04",3,"Quartiergruppen",91,"Albisrieden",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",18.65,18.1,19.2,11.17,10.79,11.63,13.95,12.9,14.48,17.57,16.93,18.79,23.67,21.63,25.23,27.19,26.1,28.06,4056,1389,74
2022,"2022.04",3,"Quartiergruppen",92,"Altstetten",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",19.17,18.63,19.71,11.77,11.12,12.65,14.18,13.36,14.72,17.69,17.03,19.13,22.26,21.92,23.28,29.16,25.79,31.86,6626,1837,94
2022,"2022.04",3,"Quartiergruppen",101,"Höngg",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.81,19.6,22.02,12.67,12.33,13.38,15.07,14.35,16.07,19.6,19.01,21.23,25,23.03,27.67,30.52,27.45,36.05,3684,1384,54
2022,"2022.04",3,"Quartiergruppen",102,"Wipkingen",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.28,19.21,21.34,11.31,10.8,12.08,13.45,12.52,15.46,19.64,18.74,20.82,24.25,22.36,27.12,28.47,27.15,33.91,3400,966,66
2022,"2022.04",3,"Quartiergruppen",111,"Affoltern",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",18.54,18.06,19.02,13.28,13.13,13.61,15.06,14.58,15.48,17.83,17.07,18.59,21.75,20.85,23,23.69,23.15,26.97,3906,1685,83
2022,"2022.04",3,"Quartiergruppen",115,"Oerlikon",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",21.78,20.91,22.65,13.2,12.22,15.3,17.79,16,18.54,21.56,21.07,22.96,25.85,23.53,27.54,30.08,27.54,33.33,3976,975,66
